row_idx,original_sample_idx,variant_kind,variant_index,paraphrase_style,gold_numeric,numbers_preserved
363,121,original,0,,27,true
364,121,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",27,false
365,121,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",27,true
366,122,original,0,,48,true
367,122,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",48,true
368,122,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",48,true
369,123,original,0,,50,true
370,123,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",50,true
371,123,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",50,true
372,124,original,0,,10,true
373,124,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,false
374,124,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,false
375,125,original,0,,10,true
376,125,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,true
377,125,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,false
378,126,original,0,,82,true
379,126,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",82,true
380,126,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",82,true
381,127,original,0,,120,true
382,127,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",120,true
383,127,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",120,true
384,128,original,0,,880,true
385,128,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",880,true
386,128,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",880,true
387,129,original,0,,10000,true
388,129,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10000,true
389,129,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10000,true
390,130,original,0,,30,true
391,130,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",30,true
392,130,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",30,true
393,131,original,0,,940,true
394,131,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",940,true
395,131,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",940,true
396,132,original,0,,60,true
397,132,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",60,false
398,132,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",60,true
399,133,original,0,,13,true
400,133,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",13,false
401,133,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",13,true
402,134,original,0,,720,true
403,134,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",720,false
404,134,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",720,true
405,135,original,0,,40,true
406,135,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",40,true
407,135,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",40,false
408,136,original,0,,6,true
409,136,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6,true
410,136,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6,true
411,137,original,0,,29,true
412,137,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",29,true
413,137,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",29,true
414,138,original,0,,105,true
415,138,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",105,false
416,138,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",105,true
417,139,original,0,,70,true
418,139,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",70,true
419,139,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",70,true
420,140,original,0,,20,true
421,140,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",20,true
422,140,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",20,true
423,141,original,0,,400,true
424,141,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",400,true
425,141,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",400,true
426,142,original,0,,140,true
427,142,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",140,false
428,142,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",140,true
429,143,original,0,,16,true
430,143,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,true
431,143,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,true
432,144,original,0,,20,true
433,144,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",20,true
434,144,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",20,true
435,145,original,0,,4000,true
436,145,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4000,true
437,145,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4000,true
438,146,original,0,,2125,true
439,146,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2125,false
440,146,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2125,true
441,147,original,0,,75,true
442,147,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",75,true
443,147,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",75,true
444,148,original,0,,30,true
445,148,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",30,false
446,148,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",30,true
447,149,original,0,,16,true
448,149,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,true
449,149,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,true
450,150,original,0,,4,true
451,150,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,true
452,150,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,true
453,151,original,0,,5,true
454,151,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,false
455,151,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,false
456,152,original,0,,4,true
457,152,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,true
458,152,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,false
459,153,original,0,,48,true
460,153,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",48,true
461,153,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",48,false
462,154,original,0,,272,true
463,154,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",272,false
464,154,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",272,true
465,155,original,0,,280,true
466,155,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",280,true
467,155,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",280,false
468,156,original,0,,1400,true
469,156,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1400,false
470,156,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1400,false
471,157,original,0,,80,true
472,157,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",80,true
473,157,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",80,true
474,158,original,0,,34,true
475,158,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",34,true
476,158,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",34,true
477,159,original,0,,15,true
478,159,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,true
479,159,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
480,160,original,0,,16,true
481,160,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,true
482,160,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,true
483,161,original,0,,32,true
484,161,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",32,true
485,161,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",32,true
486,162,original,0,,92,true
487,162,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",92,false
488,162,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",92,true
489,163,original,0,,50,true
490,163,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",50,false
491,163,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",50,true
492,164,original,0,,15,true
493,164,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,true
494,164,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
495,165,original,0,,77,true
496,165,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",77,true
497,165,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",77,true
498,166,original,0,,5,true
499,166,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,true
500,166,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,true
501,167,original,0,,16,true
502,167,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",16,false
503,167,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",16,true
504,168,original,0,,18,true
505,168,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",18,true
506,168,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",18,true
507,169,original,0,,120,true
508,169,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",120,true
509,169,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",120,true
510,170,original,0,,150,true
511,170,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",150,true
512,170,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",150,true
513,171,original,0,,1210,true
514,171,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",1210,true
515,171,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",1210,true
516,172,original,0,,51,true
517,172,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",51,true
518,172,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",51,true
519,173,original,0,,18000,true
520,173,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",18000,true
521,173,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",18000,true
522,174,original,0,,95,true
523,174,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",95,true
524,174,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",95,false
525,175,original,0,,15,true
526,175,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,true
527,175,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
528,176,original,0,,100,true
529,176,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",100,true
530,176,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",100,true
531,177,original,0,,350,true
532,177,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",350,true
533,177,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",350,true
534,178,original,0,,122,true
535,178,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",122,true
536,178,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",122,true
537,179,original,0,,130,true
538,179,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",130,true
539,179,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",130,true
540,180,original,0,,20,true
541,180,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",20,true
542,180,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",20,true
543,181,original,0,,160,true
544,181,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",160,true
545,181,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",160,true
546,182,original,0,,23,true
547,182,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",23,false
548,182,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",23,true
549,183,original,0,,2,true
550,183,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2,false
551,183,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2,false
552,184,original,0,,25,true
553,184,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",25,true
554,184,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",25,true
555,185,original,0,,30,true
556,185,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",30,true
557,185,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",30,true
558,186,original,0,,5,true
559,186,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,true
560,186,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,true
561,187,original,0,,106,true
562,187,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",106,true
563,187,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",106,true
564,188,original,0,,50,true
565,188,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",50,true
566,188,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",50,true
567,189,original,0,,34,true
568,189,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",34,false
569,189,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",34,true
570,190,original,0,,360,true
571,190,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",360,true
572,190,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",360,true
573,191,original,0,,5,true
574,191,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,true
575,191,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,true
576,192,original,0,,91,true
577,192,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",91,true
578,192,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",91,true
579,193,original,0,,24,true
580,193,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",24,true
581,193,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",24,true
582,194,original,0,,10,true
583,194,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,true
584,194,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,true
585,195,original,0,,12,true
586,195,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",12,true
587,195,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",12,true
588,196,original,0,,120,true
589,196,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",120,true
590,196,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",120,true
591,197,original,0,,6277,true
592,197,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",6277,true
593,197,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",6277,true
594,198,original,0,,320,true
595,198,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",320,true
596,198,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",320,true
597,199,original,0,,7500,true
598,199,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",7500,true
599,199,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",7500,true
600,200,original,0,,55,true
601,200,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",55,true
602,200,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",55,true
603,201,original,0,,114200,true
604,201,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",114200,true
605,201,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",114200,false
606,202,original,0,,100,true
607,202,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",100,true
608,202,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",100,true
609,203,original,0,,31,true
610,203,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",31,false
611,203,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",31,true
612,204,original,0,,98,true
613,204,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",98,true
614,204,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",98,true
615,205,original,0,,98,true
616,205,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",98,true
617,205,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",98,true
618,206,original,0,,860,true
619,206,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",860,false
620,206,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",860,false
621,207,original,0,,2600,true
622,207,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",2600,true
623,207,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",2600,true
624,208,original,0,,76,true
625,208,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",76,true
626,208,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",76,false
627,209,original,0,,145,true
628,209,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",145,true
629,209,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",145,true
630,210,original,0,,10,true
631,210,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",10,false
632,210,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",10,true
633,211,original,0,,4,true
634,211,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",4,true
635,211,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",4,true
636,212,original,0,,5,true
637,212,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",5,true
638,212,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",5,true
639,213,original,0,,250,true
640,213,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",250,true
641,213,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",250,true
642,214,original,0,,8,true
643,214,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",8,false
644,214,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",8,false
645,215,original,0,,44,true
646,215,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",44,true
647,215,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",44,true
648,216,original,0,,220,true
649,216,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",220,true
650,216,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",220,true
651,217,original,0,,15,true
652,217,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",15,true
653,217,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",15,true
654,218,original,0,,45,true
655,218,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",45,true
656,218,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",45,true
657,219,original,0,,54,true
658,219,paraphrase,1,"Rewrite this problem in a conversational, narrative style. Vary the sentence structure but keep all numbers exactly as they appear.",54,true
659,219,paraphrase,2,"Rewrite this problem more concisely. Combine sentences where natural, but keep all numbers exactly as they appear and keep the question itself explicit.",54,true
660,220,original,0,,70,true
